number	imsi	msin	call_number	amount	type	date
6885	9020	9020	34168	1	3	3/27/13 19:18
2685	13850	13850	12214	25	1	3/27/13 19:18
8338	17101	17101	98337	27	1	3/27/13 19:18
513	14453	14453	57870	170	1	3/27/13 19:18
5129	14928	14928	12130	258	1	3/27/13 19:18
8959	9154	9154	81358	193	1	3/27/13 19:18
6787	16696	16696	32347	36	1	3/27/13 19:18
9606	14991	14991	99823	5	1	3/27/13 19:18
3064	8342	8342	45221	59	1	3/27/13 19:18
6399	8419	8419	83810	1	3	3/27/13 19:18
5875	12608	12608	95876	1	3	3/27/13 19:18
6602	4819	4819	6470	82	1	3/27/13 19:18
6450	8555	8555	48936	250	1	3/27/13 19:18
365	476	476	23	17	1	3/27/13 19:18
2856	4114	4114	97437	21	1	3/27/13 19:18
7905	7584	7584	94689	205	1	3/27/13 19:18
83	12918	12918	17437	35	1	3/27/13 19:17
9949	9257	9257	7695	70	1	3/27/13 19:17
7976	3563	3563	90907	98	1	3/27/13 19:17
7788	3002	3002	90947	1	3	3/27/13 19:17
731	12230	12230	90419	61	1	3/27/13 19:17
4355	394	394	61310	41	1	3/27/13 19:17
3791	16099	16099	30020	1	3	3/27/13 19:17
8421	8388	8388	63024	119	1	3/27/13 19:17
1912	13672	13672	99538	147	1	3/27/13 19:17
7753	14258	14258	55315	8	1	3/27/13 19:17
6907	9986	9986	74214	127	1	3/27/13 19:17
6673	12806	12806	78699	17	1	3/27/13 19:17
783	13643	13643	71826	2	1	3/27/13 19:17
2100	1513	1513	96666	39	1	3/27/13 19:17
501	1374	1374	98437	104	1	3/27/13 19:17
3732	2438	2438	data	43457	2	3/27/13 19:17
6386	8406	8406	97411	10	1	3/27/13 19:17
1024	16149	16149	74623	80	1	3/27/13 19:17
6634	8854	8854	24309	12	1	3/27/13 19:17
7788	3002	3002	82628	1	3	3/27/13 19:17
3196	9741	9741	12560	30	1	3/27/13 19:17
4979	3083	3083	58901	242	1	3/27/13 19:17
9484	9684	9684	82388	27	1	3/27/13 19:17
5229	13	13	34571	180	1	3/27/13 19:17
9456	13516	13516	64940	337	1	3/27/13 19:17
2505	806	806	92500	310	1	3/27/13 19:17
4286	6601	6601	34633	17	1	3/27/13 19:17
8959	9154	9154	81358	32	1	3/27/13 19:17
7858	18270	18270	63684	1	3	3/27/13 19:17
9232	11638	11638	89507	201	1	3/27/13 19:17
50	13860	13860	91569	5	1	3/27/13 19:17
2462	13757	13757	39320	27	1	3/27/13 19:16
3879	7592	7592	91640	119	1	3/27/13 19:16
6990	6739	6739	12662	17	1	3/27/13 19:16
838	2903	2903	91614	1	3	3/27/13 19:16
3199	8759	8759	59015	12	1	3/27/13 19:16
3389	2874	2874	50848	99	1	3/27/13 19:16
5022	14383	14383	95033	746	1	3/27/13 19:16
454	14190	14190	14870	6	1	3/27/13 19:16
8674	8345	8345	594	29	1	3/27/13 19:16
3661	9121	9121	56000	296	1	3/27/13 19:16
2788	3925	3925	48363	10	1	3/27/13 19:16
7230	10533	10533	36470	95	1	3/27/13 19:16
1849	12945	12945	51240	277	1	3/27/13 19:16
5095	8930	8930	42311	1	3	3/27/13 19:16
783	13643	13643	71826	3	1	3/27/13 19:16
3213	10560	10560	90660	19	1	3/27/13 19:16
6586	4784	4784	9987	317	1	3/27/13 19:16
5250	12479	12479	90165	67	1	3/27/13 19:16
5523	1097	1097	84729	1	3	3/27/13 19:16
1185	14548	14548	88924	1	3	3/27/13 19:16
9278	18117	18117	41560	59	1	3/27/13 19:16
6343	8335	8335	76830	62	1	3/27/13 19:16
6393	8413	8413	88901	67	1	3/27/13 19:16
2131	14918	14918	55130	36	1	3/27/13 19:16
9633	6379	6379	98670	38	1	3/27/13 19:16
8702	15600	15600	25358	13	1	3/27/13 19:16
5194	9321	9321	19874	137	1	3/27/13 19:16
6539	13168	13168	83255	25	1	3/27/13 19:16
31	6659	6659	27327	145	1	3/27/13 19:16
1327	7629	7629	42050	209	1	3/27/13 19:16
420	601	601	22272	1	3	3/27/13 19:16
6545	16688	16688	93557	14	1	3/27/13 19:16
6156	9890	9890	10804	128	1	3/27/13 19:16
2681	13036	13036	28840	19	1	3/27/13 19:16
6399	8419	8419	83810	1	3	3/27/13 19:16
9476	3466	3466	37606	106	1	3/27/13 19:16
3855	10526	10526	1323	1	3	3/27/13 19:16
786	13636	13636	99529	87	1	3/27/13 19:16
8533	8440	8440	65797	68	1	3/27/13 19:16
3839	10521	10521	72460	31	1	3/27/13 19:16
2565	9740	9740	36373	8	1	3/27/13 19:16
6303	16106	16106	1679	1	3	3/27/13 19:16
3355	4798	4798	16429	160	1	3/27/13 19:16
3311	10524	10524	70687	19	1	3/27/13 19:15
1668	10494	10494	97565	98	1	3/27/13 19:15
4386	11708	11708	78230	96	1	3/27/13 19:15
1729	6572	6572	84060	1	3	3/27/13 19:15
9900	1708	1708	96696	159	1	3/27/13 19:15
7737	14885	14885	32557	1	3	3/27/13 19:15
3427	11995	11995	93186	600	1	3/27/13 19:15
5003	6731	6731	30286	1	3	3/27/13 19:15
7532	4570	4570	14183	171	1	3/27/13 19:15
9225	12845	12845	25942	89	1	3/27/13 19:15
7972	12128	12128	75206	20	1	3/27/13 19:15
9444	3967	3967	57973	22	1	3/27/13 19:15
3949	9879	9879	76572	47	1	3/27/13 19:15
7900	4000	4000	97930	111	1	3/27/13 19:15
7002	10675	10675	28398	303	1	3/27/13 19:15
7200	2396	2396	31612	1	3	3/27/13 19:15
7465	1883	1883	97466	40	1	3/27/13 19:15
7523	7465	7465	57960	44	1	3/27/13 19:15
8515	12758	12758	38880	32	1	3/27/13 19:15
1663	7041	7041	49695	87	1	3/27/13 19:15
303	18267	18267	71240	1	3	3/27/13 19:15
2414	17602	17602	92551	34	1	3/27/13 19:15
9292	8839	8839	97547	21	1	3/27/13 19:15
1509	6431	6431	31307	22	1	3/27/13 19:15
4949	2375	2375	57949	61	1	3/27/13 19:15
7670	9296	9296	36688	35	1	3/27/13 19:15
2504	6057	6057	92505	99	1	3/27/13 19:15
3246	18187	18187	31814	45	1	3/27/13 19:15
9659	11779	11779	4142	319	1	3/27/13 19:15
8767	4376	4376	36847	40	1	3/27/13 19:15
6413	16517	16517	36026	601	1	3/27/13 19:15
5095	12043	12043	10663	57	1	3/27/13 19:15
3661	9121	9121	1628	1	3	3/27/13 19:15
3949	9879	9879	68584	1	3	3/27/13 19:15
4761	8233	8233	36717	110	1	3/27/13 19:15
8364	4909	4909	98639	1	3	3/27/13 19:15
5422	4275	4275	5623	9	1	3/27/13 19:15
2086	15522	15522	43320	69	1	3/27/13 19:15
3191	8650	8650	35270	10	1	3/27/13 19:14
9101	16537	16537	51187	85	1	3/27/13 19:14
6140	12218	12218	11540	27	1	3/27/13 19:14
4144	3062	3062	39613	1	3	3/27/13 19:14
4597	6054	6054	87551	76	1	3/27/13 19:14
3412	9663	9663	79598	89	1	3/27/13 19:14
2844	4592	4592	86712	57	1	3/27/13 19:14
4255	12202	12202	31036	1	3	3/27/13 19:14
8331	8663	8663	510	480	1	3/27/13 19:14
5251	12491	12491	82390	210	1	3/27/13 19:14
1419	9452	9452	49400	5	1	3/27/13 19:14
308	419	419	2101	1	3	3/27/13 19:14
1937	16319	16319	78770	83	1	3/27/13 19:14
7740	6828	6828	8647	151	1	3/27/13 19:14
783	13643	13643	30876	2	1	3/27/13 19:14
9451	8654	8654	63951	14	1	3/27/13 19:14
5422	4275	4275	64571	1	3	3/27/13 19:14
4641	8268	8268	94641	159	1	3/27/13 19:14
6050	1851	1851	33992	51	1	3/27/13 19:14
4969	3892	3892	18075	11	1	3/27/13 19:14
5875	12608	12608	95876	2	1	3/27/13 19:14
3659	7135	7135	64356	67	1	3/27/13 19:14
1018	16041	16041	91017	57	1	3/27/13 19:14
6250	11705	11705	12747	81	1	3/27/13 19:14
331	442	442	83989	119	1	3/27/13 19:14
521	11208	11208	91390	1	3	3/27/13 19:14
47	10246	10246	99939	198	1	3/27/13 19:14
6797	7451	7451	83	75	1	3/27/13 19:14
6820	11330	11330	2088	18	1	3/27/13 19:14
2823	4378	4378	8195	182	1	3/27/13 19:14
1185	14548	14548	88924	1	3	3/27/13 19:13
7405	4767	4767	36560	19	1	3/27/13 19:13
2565	9740	9740	78275	39	1	3/27/13 19:13
4378	8953	8953	10020	135	1	3/27/13 19:13
7954	14731	14731	29100	20	1	3/27/13 19:13
2788	3925	3925	48363	18	1	3/27/13 19:13
6399	8419	8419	83810	1	3	3/27/13 19:13
1848	7289	7289	33740	232	1	3/27/13 19:13
5517	1091	1091	81508	58	1	3/27/13 19:13
7950	6849	6849	74011	30	1	3/27/13 19:13
7543	12480	12480	89658	1	3	3/27/13 19:13
8979	6597	6597	36210	581	1	3/27/13 19:13
1033	16143	16143	87356	226	1	3/27/13 19:13
4166	14952	14952	94178	14	1	3/27/13 19:13
1665	7157	7157	15160	16	1	3/27/13 19:13
2286	9495	9495	42301	158	1	3/27/13 19:13
8142	2233	2233	21600	113	1	3/27/13 19:13
97	808	808	99000	73	1	3/27/13 19:13
8388	6708	6708	99000	73	1	3/27/13 19:13
2654	13061	13061	318	104	1	3/27/13 19:13
4326	7887	7887	23219	1	3	3/27/13 19:13
4721	8734	8734	55585	1	3	3/27/13 19:13
5794	15198	15198	97324	151	1	3/27/13 19:13
9247	2421	2421	39986	130	1	3/27/13 19:13
3433	11967	11967	3414	14	1	3/27/13 19:13
521	11208	11208	91390	1	3	3/27/13 19:13
3286	8564	8564	38080	317	1	3/27/13 19:13
2745	13699	13699	90786	82	1	3/27/13 19:13
1187	14564	14564	37755	1	3	3/27/13 19:13
6912	3736	3736	93560	17	1	3/27/13 19:13
5500	11526	11526	65380	56	1	3/27/13 19:13
4286	9984	9984	95468	20	1	3/27/13 19:13
2032	7087	7087	72040	7	1	3/27/13 19:13
1622	12471	12471	43280	27	1	3/27/13 19:13
9437	8230	8230	1805	57	1	3/27/13 19:13
3191	8650	8650	91994	42	1	3/27/13 19:13
9707	8386	8386	15829	48	1	3/27/13 19:13
1075	11312	11312	91078	57	1	3/27/13 19:13
5188	9315	9315	33120	39	1	3/27/13 19:13
5273	14069	14069	81621	1	3	3/27/13 19:13
684	10476	10476	10323	271	1	3/27/13 19:13
5523	1097	1097	84729	1	3	3/27/13 19:13
7788	3002	3002	90947	1	3	3/27/13 19:13
7905	7584	7584	90300	173	1	3/27/13 19:13
2626	16633	16633	91181	111	1	3/27/13 19:13
9398	9330	9330	49320	22	1	3/27/13 19:13
7766	4801	4801	98766	1	3	3/27/13 19:13
875	10506	10506	67020	41	1	3/27/13 19:13
7766	4801	4801	98766	1	3	3/27/13 19:12
6012	6499	6499	37591	1	3	3/27/13 19:12
838	2903	2903	12767	17	1	3/27/13 19:12
7766	4801	4801	98766	1	3	3/27/13 19:12
7788	3002	3002	90947	1	3	3/27/13 19:12
3317	15529	15529	42090	87	1	3/27/13 19:12
3000	11796	11796	4634	40	1	3/27/13 19:12
715	14653	14653	90718	34	1	3/27/13 19:12
7766	4801	4801	98766	1	3	3/27/13 19:12
477	16172	16172	1183	69	1	3/27/13 19:12
786	13636	13636	32740	17	1	3/27/13 19:12
7565	7950	7950	8096	46	1	3/27/13 19:12
501	6416	6416	96710	32	1	3/27/13 19:12
6467	10469	10469	95064	49	1	3/27/13 19:12
6317	10645	10645	90377	152	1	3/27/13 19:12
3669	6901	6901	91373	39	1	3/27/13 19:12
9549	12149	12149	30389	5	1	3/27/13 19:12
4017	1455	1455	23390	167	1	3/27/13 19:12
3396	17664	17664	88901	232	1	3/27/13 19:12
75	11950	11950	65460	219	1	3/27/13 19:12
9657	6931	6931	90757	682	1	3/27/13 19:12
1310	7613	7613	52141	1	3	3/27/13 19:12
1732	2877	2877	71725	25	1	3/27/13 19:12
3286	8564	8564	83055	20	1	3/27/13 19:12
7582	8636	8636	2105	1	3	3/27/13 19:12
3411	11978	11978	59930	173	1	3/27/13 19:12
5875	12608	12608	32707	100	1	3/27/13 19:12
6479	13998	13998	72273	1	3	3/27/13 19:12
777	16053	16053	59902	83	1	3/27/13 19:12
3459	9492	9492	41528	41	1	3/27/13 19:12
2778	10368	10368	92780	44	1	3/27/13 19:12
1181	12955	12955	92626	8	1	3/27/13 19:12
5194	9321	9321	58731	18	1	3/27/13 19:12
1074	16645	16645	82801	16	1	3/27/13 19:12
4915	13492	13492	89250	18	1	3/27/13 19:12
6858	12212	12212	2468	8	1	3/27/13 19:12
2949	3794	3794	98372	6	1	3/27/13 19:12
1779	14104	14104	1310	1	3	3/27/13 19:11
7415	17582	17582	18321	125	1	3/27/13 19:11
1779	14104	14104	1310	1	3	3/27/13 19:11
424	14713	14713	27740	185	1	3/27/13 19:11
855	10178	10178	92219	31	1	3/27/13 19:11
8559	14333	14333	8850	34	1	3/27/13 19:11
6140	12218	12218	53661	152	1	3/27/13 19:11
2036	3518	3518	41351	4	1	3/27/13 19:11
3899	10282	10282	53580	188	1	3/27/13 19:11
888	13397	13397	66885	1	3	3/27/13 19:11
2219	1495	1495	97410	53	1	3/27/13 19:11
1612	14423	14423	72498	30	1	3/27/13 19:11
2095	3857	3857	92094	1	3	3/27/13 19:11
3385	15219	15219	93000	1	3	3/27/13 19:11
9016	9072	9072	89904	224	1	3/27/13 19:11
4017	1455	1455	23390	29	1	3/27/13 19:11
4446	17505	17505	3571	137	1	3/27/13 19:11
7737	12342	12342	97037	1	3	3/27/13 19:11
50	13860	13860	93735	127	1	3/27/13 19:11
4966	9289	9289	35067	79	1	3/27/13 19:11
6303	16106	16106	1679	1	3	3/27/13 19:11
3893	17686	17686	73820	109	1	3/27/13 19:11
99	810	810	99000	82	1	3/27/13 19:11
8388	6708	6708	99000	82	1	3/27/13 19:11
72	16510	16510	23790	404	1	3/27/13 19:11
5517	11769	11769	91089	335	1	3/27/13 19:11
8319	12638	12638	32070	93	1	3/27/13 19:11
4344	839	839	94052	173	1	3/27/13 19:11
3999	16535	16535	50790	89	1	3/27/13 19:11
3900	12720	12720	93906	13	1	3/27/13 19:11
4012	327	327	94011	40	1	3/27/13 19:11
1027	16035	16035	90325	16	1	3/27/13 19:11
4944	2376	2376	94949	26	1	3/27/13 19:11
5591	13354	13354	97301	40	1	3/27/13 19:11
1419	9452	9452	49400	20	1	3/27/13 19:11
9659	11779	11779	4142	227	1	3/27/13 19:11
880	10777	10777	76400	1	3	3/27/13 19:11
4032	17670	17670	93322	71	1	3/27/13 19:11
8559	14333	14333	21183	22	1	3/27/13 19:11
7881	11451	11451	23669	59	1	3/27/13 19:11
1194	10826	10826	91192	1	3	3/27/13 19:11
4907	4855	4855	51032	47	1	3/27/13 19:11
3601	11736	11736	92227	59	1	3/27/13 19:10
9894	11575	11575	66752	6	1	3/27/13 19:10
9654	13828	13828	56024	1	3	3/27/13 19:10
786	13636	13636	63730	59	1	3/27/13 19:10
470	651	651	27393	1267	1	3/27/13 19:10
8611	13321	13321	19255	95	1	3/27/13 19:10
7674	18201	18201	61810	54	1	3/27/13 19:10
9484	12298	12298	55292	5	1	3/27/13 19:10
1665	7157	7157	41190	76	1	3/27/13 19:10
3735	2432	2432	58163	8	1	3/27/13 19:10
8886	8320	8320	85940	174	1	3/27/13 19:10
3807	4193	4193	90965	1	3	3/27/13 19:10
6926	13173	13173	92762	1	3	3/27/13 19:10
3501	4151	4151	38970	42	1	3/27/13 19:10
6250	11705	11705	50118	53	1	3/27/13 19:10
6291	7007	7007	96147	92	1	3/27/13 19:10
7543	12480	12480	89658	1	3	3/27/13 19:10
5740	1314	1314	95730	22	1	3/27/13 19:10
6917	12664	12664	97670	9	1	3/27/13 19:10
3385	15219	15219	93000	27	1	3/27/13 19:10
1419	9452	9452	89151	3	1	3/27/13 19:10
7909	7944	7944	33747	35	1	3/27/13 19:10
7542	6392	6392	29165	386	1	3/27/13 19:10
9825	13268	13268	781	22	1	3/27/13 19:10
9438	8862	8862	78425	5	1	3/27/13 19:10
9008	16600	16600	95455	93	1	3/27/13 19:10
1649	13955	13955	22611	1	3	3/27/13 19:10
2139	14785	14785	94633	148	1	3/27/13 19:10
8049	2210	2210	94243	182	1	3/27/13 19:10
8227	12878	12878	6714	39	1	3/27/13 19:10
2086	15522	15522	2310	128	1	3/27/13 19:10
3750	4698	4698	97890	19	1	3/27/13 19:10
1530	9969	9969	63718	41	1	3/27/13 19:10
201	7118	7118	34709	49	1	3/27/13 19:10
7642	9723	9723	67640	22	1	3/27/13 19:10
3949	9879	9879	95304	232	1	3/27/13 19:10
506	17574	17574	10283	171	1	3/27/13 19:10
5867	9291	9291	91343	17	1	3/27/13 19:10
9472	12400	12400	95520	503	1	3/27/13 19:10
6602	4819	4819	98075	267	1	3/27/13 19:10
4361	14843	14843	91607	55	1	3/27/13 19:10
8658	3444	3444	31470	269	1	3/27/13 19:09
3029	10894	10894	29450	41	1	3/27/13 19:09
2672	18294	18294	24525	48	1	3/27/13 19:09
1822	12453	12453	37280	73	1	3/27/13 19:09
2414	17602	17602	70188	1	3	3/27/13 19:09
2849	3543	3543	92848	151	1	3/27/13 19:09
4428	18248	18248	74618	54	1	3/27/13 19:09
1629	11447	11447	16150	11	1	3/27/13 19:09
3396	17664	17664	96396	139	1	3/27/13 19:09
4267	6619	6619	90454	80	1	3/27/13 19:09
341	6567	6567	90230	1	3	3/27/13 19:09
9203	12621	12621	19180	34	1	3/27/13 19:09
4845	14077	14077	49070	86	1	3/27/13 19:09
7760	10504	10504	90747	23	1	3/27/13 19:09
6302	7514	7514	59902	123	1	3/27/13 19:09
4885	18161	18161	35884	21	1	3/27/13 19:09
313	424	424	45180	80	1	3/27/13 19:09
5523	1097	1097	84729	1	3	3/27/13 19:09
6103	10838	10838	86033	1	3	3/27/13 19:09
4224	812	812	94226	10	1	3/27/13 19:09
5105	8976	8976	16940	40	1	3/27/13 19:09
7756	10496	10496	74193	1	3	3/27/13 19:09
9235	9019	9019	97737	52	1	3/27/13 19:09
6926	13173	13173	28688	1	3	3/27/13 19:09
124	13833	13833	86202	9	1	3/27/13 19:09
8668	6363	6363	90050	72	1	3/27/13 19:09
6790	16199	16199	5580	13	1	3/27/13 19:09
5740	1314	1314	55385	1	3	3/27/13 19:09
7532	4570	4570	89710	110	1	3/27/13 19:09
7565	7950	7950	8096	1	3	3/27/13 19:09
4038	11468	11468	98896	35	1	3/27/13 19:09
2233	17657	17657	30713	29	1	3/27/13 19:09
3196	9741	9741	93360	43	1	3/27/13 19:09
9008	16600	16600	59953	37	1	3/27/13 19:09
5412	15222	15222	18088	1	3	3/27/13 19:09
1511	17614	17614	12400	6	1	3/27/13 19:09
5817	15526	15526	69585	38	1	3/27/13 19:08
7355	4621	4621	48080	20	1	3/27/13 19:08
6168	10235	10235	27038	331	1	3/27/13 19:08
2832	11538	11538	19890	20	1	3/27/13 19:08
4885	18161	18161	35113	27	1	3/27/13 19:08
4475	12724	12724	55777	218	1	3/27/13 19:08
9205	11787	11787	33000	75	1	3/27/13 19:08
97	808	808	53078	1	3	3/27/13 19:08
1362	17525	17525	98428	26	1	3/27/13 19:08
4400	224	224	27190	62	1	3/27/13 19:08
4080	16057	16057	54653	97	1	3/27/13 19:08
341	6567	6567	90230	1	3	3/27/13 19:08
3886	11700	11700	58752	13	1	3/27/13 19:08
7882	13347	13347	69379	101	1	3/27/13 19:08
2259	18278	18278	82516	55	1	3/27/13 19:08
6291	7007	7007	816	77	1	3/27/13 19:08
5637	4115	4115	98591	69	1	3/27/13 19:08
3196	9741	9741	12560	16	1	3/27/13 19:08
6336	9555	9555	9940	247	1	3/27/13 19:08
9447	11198	11198	79198	37	1	3/27/13 19:08
4949	2375	2375	57949	18	1	3/27/13 19:08
5595	10859	10859	23808	733	1	3/27/13 19:08
3979	10702	10702	35735	540	1	3/27/13 19:08
3779	4023	4023	28737	9	1	3/27/13 19:08
4647	9046	9046	94281	66	1	3/27/13 19:08
3396	17664	17664	96396	48	1	3/27/13 19:08
9645	19	19	84312	9	1	3/27/13 19:08
4608	14956	14956	94605	50	1	3/27/13 19:08
1829	13823	13823	28933	85	1	3/27/13 19:08
7730	11784	11784	67740	259	1	3/27/13 19:08
2842	3548	3548	92871	492	1	3/27/13 19:08
2685	13850	13850	26234	58	1	3/27/13 19:08
2678	16580	16580	38983	12	1	3/27/13 19:08
341	6567	6567	41630	1	3	3/27/13 19:08
8512	1047	1047	21640	11	1	3/27/13 19:08
7954	14731	14731	99909	28	1	3/27/13 19:08
3237	12649	12649	55142	90	1	3/27/13 19:08
2914	10229	10229	7220	7	1	3/27/13 19:08
9250	9599	9599	17310	1	3	3/27/13 19:08
2856	4114	4114	90158	14	1	3/27/13 19:08
7165	6028	6028	18680	39	1	3/27/13 19:08
8625	12099	12099	8646	1	3	3/27/13 19:08
52	8	8	91776	274	1	3/27/13 19:07
3480	6837	6837	40612	1007	1	3/27/13 19:07
5770	4390	4390	11300	181	1	3/27/13 19:07
5278	14108	14108	57991	197	1	3/27/13 19:07
4344	839	839	66469	170	1	3/27/13 19:07
6227	10711	10711	12909	18	1	3/27/13 19:07
5637	4115	4115	34314	1	1	3/27/13 19:07
8156	2460	2460	98172	28	1	3/27/13 19:07
8717	17675	17675	3214	32	1	3/27/13 19:07
5875	12608	12608	96922	51	1	3/27/13 19:07
4900	1571	1571	89250	23	1	3/27/13 19:07
4451	10292	10292	6162	35	1	3/27/13 19:07
8128	2247	2247	98138	50	1	3/27/13 19:07
7200	2396	2396	31612	1	3	3/27/13 19:07
5412	15222	15222	18088	1	3	3/27/13 19:07
1377	13464	13464	60324	42	1	3/27/13 19:07
2948	3793	3793	92934	7	1	3/27/13 19:07
8877	7890	7890	48590	27	1	3/27/13 19:07
6323	7929	7929	36802	534	1	3/27/13 19:07
1419	9452	9452	89151	1	3	3/27/13 19:07
4929	13549	13549	95590	102	1	3/27/13 19:07
3209	7823	7823	29450	20	1	3/27/13 19:07
2787	11711	11711	48363	29	1	3/27/13 19:07
6415	8302	8302	53881	62	1	3/27/13 19:07
5595	10859	10859	11511	38	1	3/27/13 19:07
1177	8653	8653	27899	132	1	3/27/13 19:07
3949	9879	9879	82563	1	3	3/27/13 19:07
511	11223	11223	26462	1	3	3/27/13 19:07
513	14453	14453	57870	144	1	3/27/13 19:07
4351	9155	9155	99380	103	1	3/27/13 19:07
1635	12080	12080	67470	232	1	3/27/13 19:07
3570	4756	4756	3731	1	3	3/27/13 19:07
4944	2376	2376	94949	63	1	3/27/13 19:07
1377	13464	13464	90472	1	3	3/27/13 19:07
3900	12720	12720	93901	155	1	3/27/13 19:07
2226	2014	2014	89821	1	3	3/27/13 19:07
1312	14106	14106	31780	1	3	3/27/13 19:06
341	6567	6567	41630	1	3	3/27/13 19:06
8525	4873	4873	23653	1	3	3/27/13 19:06
1377	13464	13464	90472	1	3	3/27/13 19:06
3372	15047	15047	30000	38	1	3/27/13 19:06
3119	16669	16669	93500	15	1	3/27/13 19:06
8611	13321	13321	43051	175	1	3/27/13 19:06
560	18284	18284	69940	86	1	3/27/13 19:06
9707	8386	8386	3590	59	1	3/27/13 19:06
783	13643	13643	1359	1	3	3/27/13 19:06
5717	9751	9751	50032	30	1	3/27/13 19:06
410	14348	14348	48658	203	1	3/27/13 19:06
9115	16643	16643	79236	25	1	3/27/13 19:06
2696	12579	12579	98589	40	1	3/27/13 19:06
4097	16029	16029	29000	138	1	3/27/13 19:06
6859	13861	13861	data	9682472	2	3/27/13 19:06
7904	9279	9279	70420	38	1	3/27/13 19:06
329	2674	2674	51980	347	1	3/27/13 19:06
1640	14329	14329	68258	45	1	3/27/13 19:06
2683	13034	13034	39910	165	1	3/27/13 19:06
6805	9804	9804	84242	1	3	3/27/13 19:06
9642	11069	11069	33212	7	1	3/27/13 19:06
4496	7456	7456	64985	9	1	3/27/13 19:06
5412	15222	15222	18088	1	3	3/27/13 19:06
7115	16644	16644	16300	47	1	3/27/13 19:06
9407	4974	4974	22982	10	1	3/27/13 19:06
5144	10083	10083	24333	1	3	3/27/13 19:06
1142	14323	14323	91143	33	1	3/27/13 19:06
5520	4494	4494	91773	87	1	3/27/13 19:06
3427	11995	11995	82963	539	1	3/27/13 19:06
8651	12167	12167	521	62	1	3/27/13 19:06
4568	14286	14286	900	34	1	3/27/13 19:06
3191	8650	8650	32347	17	1	3/27/13 19:06
7858	18270	18270	63684	1	3	3/27/13 19:06
2737	13856	13856	36400	1	3	3/27/13 19:06
4821	14840	14840	14267	174	1	3/27/13 19:06
3209	7823	7823	29450	10	1	3/27/13 19:06
424	14344	14344	40403	21	1	3/27/13 19:06
6920	9902	9902	91994	60	1	3/27/13 19:06
4267	6619	6619	94821	174	1	3/27/13 19:06
6742	2156	2156	96733	122	1	3/27/13 19:06
3494	11767	11767	73622	20	1	3/27/13 19:06
1480	16238	16238	91481	180	1	3/27/13 19:05
5447	1021	1021	14102	17	1	3/27/13 19:05
7543	12480	12480	89658	1	3	3/27/13 19:05
3739	12326	12326	31534	1	3	3/27/13 19:05
2251	4225	4225	32872	12	1	3/27/13 19:05
5258	4486	4486	74520	1119	1	3/27/13 19:05
3732	2438	2438	data	97452	2	3/27/13 19:05
3697	6910	6910	60264	123	1	3/27/13 19:05
4459	7845	7845	81339	35	1	3/27/13 19:05
4844	14076	14076	22040	87	1	3/27/13 19:05
4951	9414	9414	63618	5	1	3/27/13 19:05
8092	2283	2283	15509	72	1	3/27/13 19:05
3949	9879	9879	68584	1	3	3/27/13 19:05
446	11136	11136	60410	212	1	3/27/13 19:05
6262	9671	9671	16923	103	1	3/27/13 19:05
1640	1043	1043	37593	14	1	3/27/13 19:05
8450	10573	10573	91723	55	1	3/27/13 19:05
2109	6382	6382	30410	166	1	3/27/13 19:05
1375	7674	7674	78933	15	1	3/27/13 19:05
8194	10820	10820	27460	117	1	3/27/13 19:05
9416	17696	17696	29900	28	1	3/27/13 19:05
1849	14988	14988	64060	146	1	3/27/13 19:05
479	660	660	61181	231	1	3/27/13 19:05
786	13636	13636	63730	248	1	3/27/13 19:05
1217	10723	10723	15805	96	1	3/27/13 19:05
1481	16237	16237	91480	22	1	3/27/13 19:05
7750	11238	11238	97751	273	1	3/27/13 19:05
3791	16099	16099	30020	1	3	3/27/13 19:05
6616	8059	8059	87411	13	1	3/27/13 19:05
1523	7551	7551	45964	136	1	3/27/13 19:05
1640	14329	14329	30676	33	1	3/27/13 19:05
1640	1043	1043	37593	8	1	3/27/13 19:05
5999	2826	2826	90040	457	1	3/27/13 19:05
4641	14941	14941	4640	419	1	3/27/13 19:05
7756	10496	10496	90161	1	3	3/27/13 19:05
6471	9816	9816	54871	22	1	3/27/13 19:05
7882	13347	13347	21301	89	1	3/27/13 19:05
1665	7157	7157	15160	117	1	3/27/13 19:04
8155	6630	6630	19736	11	1	3/27/13 19:04
521	11208	11208	91390	1	3	3/27/13 19:04
1185	14548	14548	88924	1	3	3/27/13 19:04
5697	12532	12532	72358	186	1	3/27/13 19:04
3979	10702	10702	36336	178	1	3/27/13 19:04
5520	4494	4494	83550	59	1	3/27/13 19:04
2537	16137	16137	79550	8	1	3/27/13 19:04
5185	10425	10425	98204	9	1	3/27/13 19:04
7443	16067	16067	53552	46	1	3/27/13 19:04
4954	13528	13528	61683	23	1	3/27/13 19:04
6001	10173	10173	17785	35	1	3/27/13 19:04
4166	14952	14952	94178	43	1	3/27/13 19:04
9102	3800	3800	42872	260	1	3/27/13 19:04
52	8	8	88514	153	1	3/27/13 19:04
4864	13802	13802	16030	101	1	3/27/13 19:04
1236	12966	12966	31850	160	1	3/27/13 19:04
9350	13992	13992	21462	561	1	3/27/13 19:04
3329	8191	8191	93328	202	1	3/27/13 19:04
8082	2293	2293	53468	18	1	3/27/13 19:04
7901	3460	3460	71483	48	1	3/27/13 19:04
1606	14417	14417	26693	3	1	3/27/13 19:04
