number	imsi	msin	call_number	amount	type	date
3040	10432	10432	18140	1	3	3/27/13 17:05
6312	14602	14602	70904	32	1	3/27/13 17:05
3615	6922	6922	98770	62	1	3/27/13 17:05
2257	16375	16375	17497	56	1	3/27/13 17:05
4015	4201	4201	16275	9	1	3/27/13 17:05
3040	10432	10432	18140	1	3	3/27/13 17:05
9043	3415	3415	87168	1	3	3/27/13 17:05
7026	17579	17579	61430	15	1	3/27/13 17:05
3028	10239	10239	93038	77	1	3/27/13 17:05
6319	12805	12805	51860	222	1	3/27/13 17:05
1651	13953	13953	73560	37	1	3/27/13 17:05
4594	17655	17655	99988	211	1	3/27/13 17:05
7032	16122	16122	97031	48	1	3/27/13 17:04
3945	9875	9875	13452	108	1	3/27/13 17:04
6651	11204	11204	26730	273	1	3/27/13 17:04
2032	1487	1487	92036	27	1	3/27/13 17:04
2628	11891	11891	76725	149	1	3/27/13 17:04
9806	10955	10955	12620	1	3	3/27/13 17:04
6892	6872	6872	75079	28	1	3/27/13 17:04
3780	4044	4044	81720	1	1	3/27/13 17:04
1400	7757	7757	60611	38	1	3/27/13 17:04
2301	12640	12640	46460	59	1	3/27/13 17:04
9224	4839	4839	4330	34	1	3/27/13 17:04
4428	3016	3016	54634	1	3	3/27/13 17:04
7632	13346	13346	97631	12	1	3/27/13 17:04
9043	3415	3415	99288	210	1	3/27/13 17:04
5846	11414	11414	21334	50	1	3/27/13 17:04
7200	6504	6504	73068	22	1	3/27/13 17:04
5550	12765	12765	74675	1	3	3/27/13 17:04
9104	11217	11217	30489	5	1	3/27/13 17:04
3202	8780	8780	97040	85	1	3/27/13 17:04
770	11316	11316	23777	1	3	3/27/13 17:04
5681	1255	1255	95682	5	1	3/27/13 17:04
5104	8975	8975	71843	212	1	3/27/13 17:04
5637	4115	4115	30405	22	1	3/27/13 17:04
7533	7923	7923	92940	1	3	3/27/13 17:04
7214	14256	14256	72100	31	1	3/27/13 17:04
5627	14746	14746	4646	24	1	3/27/13 17:04
303	18267	18267	95819	28	1	3/27/13 17:04
4883	6608	6608	68121	40	1	3/27/13 17:04
7882	8350	8350	74020	62	1	3/27/13 17:04
4459	7845	7845	81339	40	1	3/27/13 17:04
9491	12279	12279	99490	26	1	3/27/13 17:04
9359	13851	13851	96730	54	1	3/27/13 17:04
267	13316	13316	3428	69	1	3/27/13 17:04
2222	1465	1465	90002	38	1	3/27/13 17:04
7162	6025	6025	57973	132	1	3/27/13 17:04
6250	11705	11705	21470	1	3	3/27/13 17:04
4603	4541	4541	33730	26	1	3/27/13 17:04
132	12195	12195	91600	112	1	3/27/13 17:04
3795	11765	11765	48990	181	1	3/27/13 17:04
5042	8481	8481	9810	60	1	3/27/13 17:04
3431	10677	10677	84111	19	1	3/27/13 17:04
6344	13611	13611	76699	1	3	3/27/13 17:04
9512	11612	11612	49494	31	1	3/27/13 17:04
6729	10606	10606	80980	1	3	3/27/13 17:04
1328	7630	7630	3692	50	1	3/27/13 17:04
8079	2296	2296	42739	55	1	3/27/13 17:04
3434	9525	9525	77494	52	1	3/27/13 17:04
6495	8427	8427	33673	78	1	3/27/13 17:04
3965	11661	11661	26401	38	1	3/27/13 17:04
415	10773	10773	47530	69	1	3/27/13 17:04
3947	9557	9557	32876	37	1	3/27/13 17:04
9646	18	18	72595	55	1	3/27/13 17:04
9455	7822	7822	91906	39	1	3/27/13 17:04
3008	14881	14881	94886	4	1	3/27/13 17:04
4456	14691	14691	96180	46	1	3/27/13 17:04
4351	9155	9155	15671	117	1	3/27/13 17:04
8896	6276	6276	920	139	1	3/27/13 17:04
7532	4570	4570	21617	14	1	3/27/13 17:04
4466	10861	10861	68270	53	1	3/27/13 17:04
5398	7854	7854	95651	23	1	3/27/13 17:04
7313	6152	6152	16880	64	1	3/27/13 17:04
4555	1565	1565	10070	21	1	3/27/13 17:04
1629	11447	11447	13620	1000	1	3/27/13 17:03
8227	12878	12878	51267	17	1	3/27/13 17:03
9783	14940	14940	69610	43	1	3/27/13 17:03
1384	7683	7683	652	13	1	3/27/13 17:03
9544	11159	11159	12547	43	1	3/27/13 17:03
707	11541	11541	49940	61	1	3/27/13 17:03
9813	12232	12232	2133	137	1	3/27/13 17:03
1438	9656	9656	2702	161	1	3/27/13 17:03
3187	8670	8670	12516	21	1	3/27/13 17:03
6663	7489	7489	41840	45	1	3/27/13 17:03
2116	14739	14739	52521	17	1	3/27/13 17:03
3205	11718	11718	51661	32	1	3/27/13 17:03
3008	14881	14881	92848	11	1	3/27/13 17:03
2675	18293	18293	92674	183	1	3/27/13 17:03
7165	6028	6028	11075	47	1	3/27/13 17:03
2152	4449	4449	53455	1	3	3/27/13 17:03
6226	12953	12953	93483	17	1	3/27/13 17:03
9524	4034	4034	81730	317	1	3/27/13 17:03
8559	14333	14333	41990	20	1	3/27/13 17:03
1866	7307	7307	29457	58	1	3/27/13 17:03
5499	10456	10456	53862	47	1	3/27/13 17:03
2553	7020	7020	5795	19	1	3/27/13 17:03
2301	12640	12640	41520	50	1	3/27/13 17:03
5117	8987	8987	48384	1	3	3/27/13 17:03
3739	2436	2436	93060	109	1	3/27/13 17:03
3932	8247	8247	49557	33	1	3/27/13 17:03
2420	4732	4732	99826	120	1	3/27/13 17:03
5500	11526	11526	37690	89	1	3/27/13 17:03
7622	7524	7524	50635	243	1	3/27/13 17:03
6661	7488	7488	23800	127	1	3/27/13 17:03
6433	8148	8148	14060	118	1	3/27/13 17:03
4864	8019	8019	64970	15	1	3/27/13 17:03
6291	7007	7007	36220	23	1	3/27/13 17:03
499	17538	17538	3340	91	1	3/27/13 17:03
8141	2234	2234	47540	6	1	3/27/13 17:03
739	13838	13838	40891	1	3	3/27/13 17:03
6586	4784	4784	78077	319	1	3/27/13 17:03
8172	6073	6073	11286	27	1	3/27/13 17:03
5095	8930	8930	21360	53	1	3/27/13 17:03
3883	11641	11641	71301	1	3	3/27/13 17:03
1020	7907	7907	97045	57	1	3/27/13 17:03
6639	12916	12916	15256	19	1	3/27/13 17:03
1375	7674	7674	30613	517	1	3/27/13 17:03
4878	16556	16556	84880	1	3	3/27/13 17:03
506	1379	1379	93483	21	1	3/27/13 17:03
7388	10782	10782	57965	28	1	3/27/13 17:03
6708	7722	7722	98606	22	1	3/27/13 17:03
5003	6731	6731	17180	6	1	3/27/13 17:03
9160	11250	11250	76350	22	1	3/27/13 17:02
2628	11891	11891	53636	36	1	3/27/13 17:02
9402	8170	8170	66460	41	1	3/27/13 17:02
2494	17644	17644	65284	126	1	3/27/13 17:02
2402	2347	2347	92400	40	1	3/27/13 17:02
2525	14265	14265	78130	45	1	3/27/13 17:02
7045	11719	11719	31126	18	1	3/27/13 17:02
642	10037	10037	60533	12	1	3/27/13 17:02
2323	2486	2486	71551	7	1	3/27/13 17:02
5327	12157	12157	22563	48	1	3/27/13 17:02
6431	8438	8438	96436	1	3	3/27/13 17:02
2848	3542	3542	93008	41	1	3/27/13 17:02
5246	7127	7127	93313	58	1	3/27/13 17:02
7498	11938	11938	34382	243	1	3/27/13 17:02
3411	11978	11978	35814	0	1	3/27/13 17:02
90	7398	7398	91221	20	1	3/27/13 17:02
2551	14045	14045	66600	62	1	3/27/13 17:02
6666	6286	6286	99883	22	1	3/27/13 17:02
9105	10394	10394	25555	85	1	3/27/13 17:02
4436	991	991	24925	23	1	3/27/13 17:02
5189	9316	9316	22610	14	1	3/27/13 17:02
6156	12631	12631	66950	5	1	3/27/13 17:02
8728	3977	3977	68509	30	1	3/27/13 17:02
1295	17648	17648	84143	89	1	3/27/13 17:02
2469	17608	17608	3360	805	1	3/27/13 17:02
1264	10466	10466	81630	5	1	3/27/13 17:02
9412	4495	4495	99402	195	1	3/27/13 17:02
7523	7465	7465	378	16	1	3/27/13 17:02
6732	10306	10306	67060	36	1	3/27/13 17:02
9330	9243	9243	94055	71	1	3/27/13 17:02
3746	10119	10119	21359	7	1	3/27/13 17:02
3745	4692	4692	21460	22	1	3/27/13 17:02
7344	3943	3943	57994	28	1	3/27/13 17:02
5421	17561	17561	94397	299	1	3/27/13 17:02
15	8550	8550	26059	21	1	3/27/13 17:02
8227	12878	12878	51267	88	1	3/27/13 17:02
6464	8578	8578	92060	9	1	3/27/13 17:02
9783	14940	14940	97650	32	1	3/27/13 17:02
2726	8967	8967	47560	38	1	3/27/13 17:02
415	10773	10773	41304	99	1	3/27/13 17:02
2323	2486	2486	71551	26	1	3/27/13 17:02
5991	9115	9115	95994	48	1	3/27/13 17:02
332	12184	12184	50357	1	3	3/27/13 17:02
3123	8745	8745	57986	397	1	3/27/13 17:02
8461	4216	4216	99881	70	1	3/27/13 17:02
2323	2486	2486	71551	47	1	3/27/13 17:02
1864	13218	13218	8200	45	1	3/27/13 17:02
1600	14419	14419	7100	107	1	3/27/13 17:02
8925	12012	12012	41127	2	1	3/27/13 17:02
842	11972	11972	28809	38	1	3/27/13 17:02
3547	6568	6568	99478	41	1	3/27/13 17:02
2959	6240	6240	20975	83	1	3/27/13 17:02
9119	8638	8638	99118	35	1	3/27/13 17:01
4226	12320	12320	73317	82	1	3/27/13 17:01
7523	7465	7465	348	8	1	3/27/13 17:01
6632	8853	8853	18775	266	1	3/27/13 17:01
3468	12490	12490	57713	154	1	3/27/13 17:01
3745	4692	4692	33740	16	1	3/27/13 17:01
8525	4873	4873	64970	1	3	3/27/13 17:01
6023	16064	16064	49354	36	1	3/27/13 17:01
9760	9706	9706	99671	1	3	3/27/13 17:01
5063	8492	8492	66377	393	1	3/27/13 17:01
1457	11615	11615	24669	22	1	3/27/13 17:01
2281	9500	9500	57549	37	1	3/27/13 17:01
4141	7558	7558	42240	263	1	3/27/13 17:01
864	10009	10009	16430	206	1	3/27/13 17:01
937	11914	11914	78786	1	3	3/27/13 17:01
3305	8012	8012	23808	14	1	3/27/13 17:01
7532	4570	4570	93618	33	1	3/27/13 17:01
3341	11367	11367	91409	46	1	3/27/13 17:01
4597	6054	6054	94596	142	1	3/27/13 17:01
6983	7842	7842	74797	377	1	3/27/13 17:01
5699	2865	2865	21730	15	1	3/27/13 17:01
3470	11532	11532	8868	21	1	3/27/13 17:01
2784	3921	3921	65029	39	1	3/27/13 17:01
8436	9589	9589	88430	59	1	3/27/13 17:01
9594	11583	11583	19520	16	1	3/27/13 17:01
2631	16588	16588	98983	1	3	3/27/13 17:01
5129	10068	10068	55	12	1	3/27/13 17:01
360	471	471	25508	8	1	3/27/13 17:01
415	10773	10773	38431	1	3	3/27/13 17:01
5850	12327	12327	82194	17	1	3/27/13 17:01
9949	9257	9257	86297	1	3	3/27/13 17:01
4827	4367	4367	96597	127	1	3/27/13 17:01
2864	9908	9908	16670	4	1	3/27/13 17:01
4009	233	233	4613	1	3	3/27/13 17:01
4436	991	991	95706	52	1	3/27/13 17:01
2633	16648	16648	31900	25	1	3/27/13 17:01
8617	14040	14040	23461	34	1	3/27/13 17:01
4988	13335	13335	98000	1	3	3/27/13 17:01
5606	12217	12217	55670	22	1	3/27/13 17:01
8744	6747	6747	24749	311	1	3/27/13 17:01
3601	11736	11736	34368	73	1	3/27/13 17:01
1743	13613	13613	15368	237	1	3/27/13 17:01
9067	11206	11206	61618	1	3	3/27/13 17:01
3187	8670	8670	12516	21	1	3/27/13 17:01
917	19	19	65400	63	1	3/27/13 17:01
2458	13747	13747	29180	50	1	3/27/13 17:01
9398	9330	9330	16931	212	1	3/27/13 17:01
8516	4864	4864	80390	10	1	3/27/13 17:00
3808	16175	16175	3541	93	1	3/27/13 17:00
3960	9894	9894	59141	18	1	3/27/13 17:00
5550	12765	12765	15276	1	3	3/27/13 17:00
5923	14805	14805	36843	28	1	3/27/13 17:00
2121	14694	14694	92128	20	1	3/27/13 17:00
1640	14329	14329	97136	6	1	3/27/13 17:00
300	12702	12702	23461	13	1	3/27/13 17:00
3745	4692	4692	80969	16	1	3/27/13 17:00
5550	12765	12765	15276	1	3	3/27/13 17:00
9606	14991	14991	50578	148	1	3/27/13 17:00
3008	14881	14881	94886	10	1	3/27/13 17:00
1007	17056	17056	38390	28	1	3/27/13 17:00
7612	8996	8996	97198	38	1	3/27/13 17:00
5550	12765	12765	15276	1	3	3/27/13 17:00
3483	6840	6840	2250	66	1	3/27/13 17:00
2404	7824	7824	997	17	1	3/27/13 17:00
2959	6240	6240	98779	20	1	3/27/13 17:00
557	16402	16402	78279	1	3	3/27/13 17:00
906	3092	3092	33746	252	1	3/27/13 17:00
3598	4588	4588	93599	130	1	3/27/13 17:00
1348	12191	12191	71709	51	1	3/27/13 17:00
1045	4862	4862	1258	31	1	3/27/13 17:00
7214	14256	14256	15254	113	1	3/27/13 17:00
1297	13384	13384	33930	1	3	3/27/13 17:00
3547	6568	6568	18665	57	1	3/27/13 17:00
3972	12245	12245	90391	573	1	3/27/13 17:00
391	4747	4747	93972	573	1	3/27/13 17:00
7307	6146	6146	40654	96	1	3/27/13 17:00
883	17079	17079	88550	20	1	3/27/13 17:00
300	12702	12702	23461	11	1	3/27/13 17:00
6675	12809	12809	16540	1	3	3/27/13 17:00
577	1628	1628	90588	20	1	3/27/13 17:00
6695	7035	7035	91930	68	1	3/27/13 17:00
3745	4692	4692	80969	9	1	3/27/13 17:00
6431	8438	8438	96436	15	1	3/27/13 17:00
9599	3369	3369	78298	65	1	3/27/13 17:00
8172	6073	6073	11286	25	1	3/27/13 17:00
9491	12279	12279	99490	1	3	3/27/13 17:00
4885	18161	18161	35884	34	1	3/27/13 17:00
8002	2608	2608	97177	45	1	3/27/13 17:00
8066	2309	2309	5064	31	1	3/27/13 17:00
8871	4961	4961	98870	539	1	3/27/13 17:00
9820	12777	12777	31315	38	1	3/27/13 17:00
845	10699	10699	67535	43	1	3/27/13 17:00
236	18125	18125	41881	1	3	3/27/13 17:00
2116	14739	14739	52521	18	1	3/27/13 17:00
3619	4568	4568	29195	94	1	3/27/13 17:00
2864	9908	9908	16670	15	1	3/27/13 17:00
8555	2669	2669	68761	87	1	3/27/13 17:00
1826	7066	7066	92843	34	1	3/27/13 17:00
4009	233	233	84048	1	3	3/27/13 17:00
9398	9330	9330	72972	16	1	3/27/13 17:00
1368	7667	7667	89777	1	3	3/27/13 17:00
8925	12012	12012	41127	3	1	3/27/13 17:00
30	2013	2013	30	121	1	3/27/13 17:00
9234	11639	11639	93434	14	1	3/27/13 17:00
8455	6877	6877	42980	33	1	3/27/13 17:00
4834	12975	12975	59882	82	1	3/27/13 16:59
1732	2877	2877	5790	37	1	3/27/13 16:59
2551	14045	14045	94128	21	1	3/27/13 16:59
1438	9656	9656	98828	32	1	3/27/13 16:59
1363	4086	4086	86150	8	1	3/27/13 16:59
9484	12298	12298	58840	270	1	3/27/13 16:59
9638	11086	11086	119	43	1	3/27/13 16:59
2032	1487	1487	72310	245	1	3/27/13 16:59
2696	12579	12579	31022	203	1	3/27/13 16:59
4885	18161	18161	35884	11	1	3/27/13 16:59
2323	2486	2486	71551	81	1	3/27/13 16:59
4351	9155	9155	99134	8	1	3/27/13 16:59
7214	14256	14256	25701	31	1	3/27/13 16:59
881	4503	4503	9733	54	1	3/27/13 16:59
5637	4115	4115	90169	24	1	3/27/13 16:59
508	1381	1381	90506	156	1	3/27/13 16:59
8717	17675	17675	54997	29	1	3/27/13 16:59
6407	8457	8457	85233	29	1	3/27/13 16:59
7180	12596	12596	28339	49	1	3/27/13 16:59
8044	2205	2205	46882	29	1	3/27/13 16:59
9092	7979	7979	27121	24	1	3/27/13 16:59
2631	16588	16588	98983	1	3	3/27/13 16:59
259	62	62	87960	1	3	3/27/13 16:59
7740	13433	13433	72340	31	1	3/27/13 16:59
2323	2486	2486	71551	90	1	3/27/13 16:59
8925	12012	12012	41127	12	1	3/27/13 16:59
2868	12258	12258	77323	62	1	3/27/13 16:59
8512	1047	1047	21640	1	3	3/27/13 16:59
8603	13544	13544	92553	21	1	3/27/13 16:59
9727	7934	7934	95004	14	1	3/27/13 16:59
6917	12664	12664	97670	49	1	3/27/13 16:59
7390	16170	16170	98369	126	1	3/27/13 16:59
2685	13850	13850	12214	45	1	3/27/13 16:59
8092	2283	2283	15506	46	1	3/27/13 16:59
702	8158	8158	26290	1920	1	3/27/13 16:59
1212	16071	16071	17726	1	3	3/27/13 16:59
2121	14694	14694	92128	64	1	3/27/13 16:59
6544	2973	2973	55787	5	1	3/27/13 16:59
1789	7230	7230	72780	18	1	3/27/13 16:59
5682	12754	12754	95681	44	1	3/27/13 16:59
3943	9565	9565	63567	242	1	3/27/13 16:59
1743	13613	13613	10132	1	3	3/27/13 16:59
3139	3749	3749	90324	10	1	3/27/13 16:59
8730	9182	9182	85706	15	1	3/27/13 16:59
3693	7820	7820	10842	1	3	3/27/13 16:59
9412	4495	4495	99402	67	1	3/27/13 16:59
7484	12554	12554	97892	23	1	3/27/13 16:59
4605	8803	8803	94608	49	1	3/27/13 16:59
8515	6893	6893	84610	356	1	3/27/13 16:59
7752	12743	12743	94138	725	1	3/27/13 16:59
3326	8193	8193	41875	241	1	3/27/13 16:59
7151	17548	17548	11850	72	1	3/27/13 16:59
9835	12899	12899	99836	51	1	3/27/13 16:59
6057	1858	1858	96058	8	1	3/27/13 16:59
4288	558	558	94988	12	1	3/27/13 16:59
2786	3923	3923	43130	81	1	3/27/13 16:59
2323	2486	2486	71551	11	1	3/27/13 16:59
3003	11793	11793	33000	31	1	3/27/13 16:59
1523	7551	7551	16322	1	3	3/27/13 16:59
1600	14419	14419	212	147	1	3/27/13 16:59
6389	8409	8409	50450	130	1	3/27/13 16:59
7178	6732	6732	5000	6	1	3/27/13 16:59
557	16402	16402	78279	1	3	3/27/13 16:58
2721	12890	12890	55948	24	1	3/27/13 16:58
2036	7402	7402	48573	85	1	3/27/13 16:58
2190	1437	1437	69164	9	1	3/27/13 16:58
3499	13009	13009	92970	114	1	3/27/13 16:58
1455	12042	12042	5151	1	3	3/27/13 16:58
3861	9577	9577	33230	34	1	3/27/13 16:58
4414	13751	13751	63730	128	1	3/27/13 16:58
8388	6708	6708	99000	104	1	3/27/13 16:58
401	13318	13318	67690	39	1	3/27/13 16:58
7045	11719	11719	3739	21	1	3/27/13 16:58
5618	4797	4797	37590	19	1	3/27/13 16:58
9478	11192	11192	83550	11	1	3/27/13 16:58
6694	8954	8954	77030	24	1	3/27/13 16:58
2546	18105	18105	21979	21	1	3/27/13 16:58
2128	14438	14438	92127	18	1	3/27/13 16:58
7950	6849	6849	52664	159	1	3/27/13 16:58
338	10821	10821	1460	101	1	3/27/13 16:58
2404	7824	7824	12205	77	1	3/27/13 16:58
8066	2309	2309	78677	43	1	3/27/13 16:58
1438	9656	9656	14199	17	1	3/27/13 16:58
7473	3624	3624	97471	15	1	3/27/13 16:58
2952	8599	8599	68242	40	1	3/27/13 16:58
5846	11414	11414	18128	27	1	3/27/13 16:58
8598	14860	14860	42020	16	1	3/27/13 16:58
7675	13722	13722	76596	225	1	3/27/13 16:58
8525	4873	4873	90679	132	1	3/27/13 16:58
8603	13544	13544	92551	40	1	3/27/13 16:58
881	4503	4503	10308	20	1	3/27/13 16:58
2336	12929	12929	20357	36	1	3/27/13 16:58
5001	9052	9052	11319	167	1	3/27/13 16:58
1383	17077	17077	5776	20	1	3/27/13 16:58
6922	8035	8035	22809	162	1	3/27/13 16:58
2306	14819	14819	3259	395	1	3/27/13 16:58
8465	6887	6887	91889	39	1	3/27/13 16:58
4312	1556	1556	99512	85	1	3/27/13 16:58
5517	11769	11769	58087	11	1	3/27/13 16:58
7737	12342	12342	50235	93	1	3/27/13 16:58
845	10699	10699	59960	1	3	3/27/13 16:58
1847	7288	7288	91846	33	1	3/27/13 16:58
2285	9919	9919	43188	1	3	3/27/13 16:58
8337	8014	8014	62557	1	3	3/27/13 16:58
1582	4651	4651	93662	571	1	3/27/13 16:58
8566	7362	7362	67314	1	3	3/27/13 16:58
1090	10878	10878	31354	1	3	3/27/13 16:58
3781	11362	11362	16270	221	1	3/27/13 16:58
4030	349	349	97655	466	1	3/27/13 16:58
1368	7667	7667	89777	1	3	3/27/13 16:58
6023	16064	16064	49354	18	1	3/27/13 16:58
1711	10309	10309	1599	1	3	3/27/13 16:57
4912	8056	8056	94541	78	1	3/27/13 16:57
7131	6812	6812	59136	11	1	3/27/13 16:57
9606	14991	14991	98470	128	1	3/27/13 16:57
4498	6103	6103	15760	13	1	3/27/13 16:57
2404	7824	7824	92401	25	1	3/27/13 16:57
1452	13990	13990	99637	39	1	3/27/13 16:57
506	1379	1379	79808	80	1	3/27/13 16:57
52	8	8	82015	1	3	3/27/13 16:57
9398	9330	9330	32330	117	1	3/27/13 16:57
9916	3467	3467	41393	54	1	3/27/13 16:57
308	419	419	3915	51	1	3/27/13 16:57
2036	7402	7402	19955	1	3	3/27/13 16:57
2502	803	803	68604	26	1	3/27/13 16:57
7822	8679	8679	2830	39	1	3/27/13 16:57
499	17538	17538	93293	250	1	3/27/13 16:57
2685	13850	13850	97890	100	1	3/27/13 16:57
6771	13064	13064	96772	25	1	3/27/13 16:57
816	7046	7046	7230	55	1	3/27/13 16:57
3074	14090	14090	23931	755	1	3/27/13 16:57
6619	18135	18135	96917	66	1	3/27/13 16:57
390	501	501	82393	32	1	3/27/13 16:57
6895	9369	9369	85560	441	1	3/27/13 16:57
307	418	418	99051	6	1	3/27/13 16:57
4461	9824	9824	22422	136	1	3/27/13 16:57
1565	14328	14328	5680	48	1	3/27/13 16:57
3883	11641	11641	35170	22	1	3/27/13 16:57
506	1379	1379	79808	16	1	3/27/13 16:57
6433	8148	8148	14060	335	1	3/27/13 16:57
5666	12216	12216	55610	35	1	3/27/13 16:57
7165	6028	6028	26165	19	1	3/27/13 16:57
7571	11051	11051	71505	26	1	3/27/13 16:57
7099	12374	12374	60625	19	1	3/27/13 16:57
3546	4509	4509	99478	41	1	3/27/13 16:57
5794	4746	4746	5795	33	1	3/27/13 16:57
6058	1859	1859	22592	20	1	3/27/13 16:57
2323	2486	2486	71551	3	1	3/27/13 16:57
2306	14819	14819	73576	40	1	3/27/13 16:57
7212	14266	14266	6236	17	1	3/27/13 16:57
300	12702	12702	23461	41	1	3/27/13 16:57
8078	17663	17663	2422	403	1	3/27/13 16:57
2968	12309	12309	13610	32	1	3/27/13 16:57
1968	14722	14722	38080	34	1	3/27/13 16:57
8410	6523	6523	15530	17	1	3/27/13 16:57
5548	1122	1122	17179	363	1	3/27/13 16:57
2784	3921	3921	1460	54	1	3/27/13 16:57
9417	4500	4500	83540	141	1	3/27/13 16:57
3365	16637	16637	33456	101	1	3/27/13 16:57
338	10821	10821	5010	44	1	3/27/13 16:57
5493	1067	1067	52242	37	1	3/27/13 16:57
9094	7977	7977	93340	72	1	3/27/13 16:57
7473	3624	3624	43523	73	1	3/27/13 16:57
9188	6766	6766	5798	37	1	3/27/13 16:57
2928	16695	16695	92927	122	1	3/27/13 16:57
4395	1476	1476	96847	58	1	3/27/13 16:56
3783	12440	12440	15263	305	1	3/27/13 16:56
3861	9577	9577	30956	87	1	3/27/13 16:56
30	2013	2013	25750	47	1	3/27/13 16:56
6983	7842	7842	73515	241	1	3/27/13 16:56
4436	991	991	79780	234	1	3/27/13 16:56
5869	9529	9529	39181	115	1	3/27/13 16:56
1866	7307	7307	94321	289	1	3/27/13 16:56
3442	11954	11954	37390	72	1	3/27/13 16:56
7664	12378	12378	64089	141	1	3/27/13 16:56
6729	10606	10606	78592	23	1	3/27/13 16:56
8096	8561	8561	96387	157	1	3/27/13 16:56
2775	14142	14142	92771	32	1	3/27/13 16:56
4912	8056	8056	33541	11	1	3/27/13 16:56
702	12404	12404	2140	42	1	3/27/13 16:56
2399	6934	6934	79180	25	1	3/27/13 16:56
4178	14951	14951	94166	195	1	3/27/13 16:56
3468	12490	12490	41477	29	1	3/27/13 16:56
1577	17094	17094	50818	260	1	3/27/13 16:56
2215	533	533	59583	244	1	3/27/13 16:56
7165	6028	6028	11075	25	1	3/27/13 16:56
6323	7929	7929	790	42	1	3/27/13 16:56
3903	11783	11783	15086	44	1	3/27/13 16:56
290	10453	10453	30292	176	1	3/27/13 16:56
4060	9673	9673	59062	28	1	3/27/13 16:56
4669	7155	7155	11241	56	1	3/27/13 16:56
7532	4570	4570	19480	25	1	3/27/13 16:56
803	9593	9593	93943	167	1	3/27/13 16:56
5666	12216	12216	9001	10	1	3/27/13 16:56
9067	11206	11206	61618	1	3	3/27/13 16:56
9246	11870	11870	55535	36	1	3/27/13 16:56
7575	10420	10420	51800	1	3	3/27/13 16:56
596	6415	6415	55283	269	1	3/27/13 16:56
4878	16556	16556	84880	1	3	3/27/13 16:56
8443	10788	10788	81679	4	1	3/27/13 16:56
9278	18117	18117	62090	263	1	3/27/13 16:56
6671	12911	12911	24613	219	1	3/27/13 16:56
4541	14964	14964	48016	1	3	3/27/13 16:56
4395	1476	1476	97510	4	1	3/27/13 16:56
300	12702	12702	23461	30	1	3/27/13 16:56
730	9914	9914	98240	68	1	3/27/13 16:56
837	10676	10676	70690	33	1	3/27/13 16:56
8727	3976	3976	61093	105	1	3/27/13 16:56
4608	14956	14956	42595	47	1	3/27/13 16:56
8091	2284	2284	11594	63	1	3/27/13 16:56
3159	9385	9385	11088	75	1	3/27/13 16:56
4286	6601	6601	38057	58	1	3/27/13 16:56
1220	10751	10751	90099	46	1	3/27/13 16:56
183	9451	9451	95710	43	1	3/27/13 16:56
1743	13613	13613	10132	1	3	3/27/13 16:55
2878	12204	12204	29350	28	1	3/27/13 16:55
7178	6732	6732	62190	102	1	3/27/13 16:55
1540	9815	9815	5860	1	3	3/27/13 16:55
6907	9986	9986	12460	35	1	3/27/13 16:55
2631	16588	16588	98983	1	3	3/27/13 16:55
6354	13437	13437	15920	57	1	3/27/13 16:55
4156	10209	10209	96782	48	1	3/27/13 16:55
9753	12155	12155	92746	1	3	3/27/13 16:55
6922	8035	8035	15416	45	1	3/27/13 16:55
4434	8945	8945	71105	10	1	3/27/13 16:55
6156	12631	12631	66950	32	1	3/27/13 16:55
20	8951	8951	30770	47	1	3/27/13 16:55
5275	14058	14058	19972	40	1	3/27/13 16:55
4270	903	903	93938	201	1	3/27/13 16:55
8422	8389	8389	26080	1	3	3/27/13 16:55
1949	14826	14826	55681	345	1	3/27/13 16:55
1045	4862	4862	24560	213	1	3/27/13 16:55
6445	8308	8308	96455	35	1	3/27/13 16:55
9753	12155	12155	92746	1	3	3/27/13 16:55
8337	8338	8338	88340	84	1	3/27/13 16:55
8982	16045	16045	26361	13	1	3/27/13 16:55
5869	9529	9529	94917	59	1	3/27/13 16:55
793	14679	14679	7365	20	1	3/27/13 16:55
9234	11639	11639	82675	27	1	3/27/13 16:55
8194	10820	10820	57697	1	3	3/27/13 16:55
7473	3624	3624	97471	69	1	3/27/13 16:55
9062	11010	11010	99435	23	1	3/27/13 16:55
1613	7876	7876	4848	25	1	3/27/13 16:55
3921	12514	12514	14558	1	3	3/27/13 16:55
6589	4787	4787	84701	37	1	3/27/13 16:55
120	12046	12046	7712	75	1	3/27/13 16:55
2407	4472	4472	72260	60	1	3/27/13 16:55
5847	7540	7540	87077	26	1	3/27/13 16:55
8600	15552	15552	67770	167	1	3/27/13 16:55
5681	1255	1255	23655	64	1	3/27/13 16:55
4679	12228	12228	35649	54	1	3/27/13 16:55
1677	9976	9976	86476	41	1	3/27/13 16:55
4188	7713	7713	85845	18	1	3/27/13 16:55
8893	2531	2531	54095	21	1	3/27/13 16:54
7155	14319	14319	69380	1	3	3/27/13 16:54
9801	10835	10835	63665	51	1	3/27/13 16:54
9448	11197	11197	99412	68	1	3/27/13 16:54
6019	14198	14198	81930	130	1	3/27/13 16:54
2036	3518	3518	72030	10	1	3/27/13 16:54
7960	4601	4601	97962	196	1	3/27/13 16:54
6810	17688	17688	36019	163	1	3/27/13 16:54
340	451	451	31575	16	1	3/27/13 16:54
